frame_path,Timestamp,Action Label
kitchen3/0/Action_0000_0.jpg,0.0,"(male1, walk, kitchentable)"
kitchen3/0/Action_0013_0.jpg,0.52,"(female1, walk, kitchentable) (male1, walk, kitchentable)"
kitchen3/0/Action_0025_0.jpg,1.0,"(female1, walk, kitchentable) (male1, walk, kitchentable)"
kitchen3/0/Action_0038_0.jpg,1.52,"(female1, stand, kitchentable) (male1, stand, kitchentable)"
kitchen3/0/Action_0050_0.jpg,2.0,"(female1, grab, mug) (male1, grab, plate)"
kitchen3/0/Action_0063_0.jpg,2.52,"(female1, stand, kitchentable) (male1,stand, kitchentable)"
kitchen3/0/Action_0075_0.jpg,3.0,"(female1, walk, kitchencounter) (male1, walk, kitchencounter)"
kitchen3/0/Action_0088_0.jpg,3.52,"(female1, stand, coffeemaker) (male1, walk, dishwasher)"
kitchen3/0/Action_0100_0.jpg,4.0,"(female1, stand, coffeemaker) (male1, stand, dishwasher)"
kitchen3/0/Action_0113_0.jpg,4.52,"(female1, put, mug, coffeemaker) (male1, open, dishwasher)"
kitchen3/0/Action_0125_0.jpg,5.0,"(female1, stand, coffeemaker) (male1, open, dishwasher)"
kitchen3/0/Action_0138_0.jpg,5.52,"(female1, grab, mug) (male1, put, dish, dishwasher)"
kitchen3/0/Action_0150_0.jpg,6.0,"(female1, stand, coffeemaker) (male1, stand, dishwasher)"
kitchen3/0/Action_0163_0.jpg,6.52,"(female1, walk, kitchentable) (male1, walk, stove)"
kitchen3/0/Action_0175_0.jpg,7.0,"(female1, stand, kitchentable) (male1, stand, stove)"
kitchen3/0/Action_0188_0.jpg,7.52,"(female1, stand, kitchentable) (male1, stand, stove)"
kitchen3/0/Action_0200_0.jpg,8.0,"(female1, stand, kitchentable) (male1, stand, stove)"
kitchen3/0/Action_0213_0.jpg,8.52,"(female1, stand, kitchentable) (male1, grab, cookingpot)"
kitchen3/0/Action_0225_0.jpg,9.0,"(female1, drink, mug) (male1, stand, stove)"
kitchen3/0/Action_0238_0.jpg,9.52,"(female1, drink, mug) (male1, walk, dishwasher)"
kitchen3/0/Action_0250_0.jpg,10.0,"(female1, drink, mug) (male1, stand, dishwasher)"
kitchen3/0/Action_0263_0.jpg,10.52,"(female1, drink, mug) (male1, stand, dishwasher)"
kitchen3/0/Action_0275_0.jpg,11.0,"(female1, stand, kitchentable) (male1, stand, dishwasher)"
kitchen3/0/Action_0288_0.jpg,11.52,"(female1, walk, sink) (male1, stand, dishwasher)"
kitchen3/0/Action_0300_0.jpg,12.0,"(female1, stand, sink) (male1, close, dishwasher)"
kitchen3/0/Action_0313_0.jpg,12.52,"(female1, stand, sink) (male1, close, dishwasher)"
kitchen3/0/Action_0325_0.jpg,13.0,"(female1, stand, sink) (male1, close, dishwasher)"
kitchen3/0/Action_0338_0.jpg,13.52,"(female1, stand, sink) (male1, switchon, dishwasher)"
kitchen3/0/Action_0350_0.jpg,14.0,"(female1, switchon, faucet) (male1, stand, dishwasher)"
kitchen3/0/Action_0363_0.jpg,14.52,"(female1, stand, sink) (male1, switchoff, dishwasher)"
kitchen3/0/Action_0375_0.jpg,15.0,"(female1, stand, sink) (male1, stand, dishwasher)"
kitchen3/0/Action_0388_0.jpg,15.52,"(female1, stand, sink) (male1, open, dishwasher)"
kitchen3/0/Action_0400_0.jpg,16.0,"(female1, stand, sink) (male1, stand, dishwasher)"
kitchen3/0/Action_0413_0.jpg,16.52,"(female1, stand, sink) (male1, stand, dishwasher)"
kitchen3/0/Action_0425_0.jpg,17.0,"(female1, stand, sink) (male1, open, kitchencabinet)"
kitchen3/0/Action_0438_0.jpg,17.52,"(female1, stand, sink) (male1, open, kitchencabinet)"
kitchen3/0/Action_0450_0.jpg,18.0,"(female1, stand, sink) (male1, put, dish, dishwasher)"
kitchen3/0/Action_0463_0.jpg,18.52,"(female1, stand, sink) (male1, stand, dishwasher)"
kitchen3/0/Action_0475_0.jpg,19.0,"(female1, stand, sink) (male1, grab, cookingpot)"
kitchen3/0/Action_0488_0.jpg,19.52,"(female1, stand, sink) (male1, stand, dishwasher)"
kitchen3/0/Action_0500_0.jpg,20.0,"(female1, stand, sink) (male1, close, dishwasher)"
kitchen3/0/Action_0513_0.jpg,20.52,"(female1, stand, sink) (male1, close, dishwasher)"
kitchen3/0/Action_0525_0.jpg,21.0,"(female1, stand, sink) (male1, put, cookingpot, kitchencabinet)"
kitchen3/0/Action_0538_0.jpg,21.52,"(female1, stand, sink) (male1, stand, kitchencounter)"
kitchen3/0/Action_0550_0.jpg,22.0,"(female1, stand, sink) (male1, close, kitchencabinet)"
kitchen3/0/Action_0563_0.jpg,22.52,"(female1, stand, sink) (male1, close, kitchencabinet)"
