imagepath,prediction,gtoutput
"livingroom2/0/Action_0000_0_normal.png,livingroom2/0/Action_0013_0_normal.png,livingroom2/0/Action_0025_0_normal.png,livingroom2/0/Action_0038_0_normal.png","(female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf)","(female1, walk, coffeetable) (male1, nan, nan),(female1, walk, coffeetable) (male1, walk, livingroom),(female1, stand, coffeetable) (male1, walk, coffeetable),(female1, grab, mug) (male1, walk, coffeetable)"
"livingroom2/0/Action_0013_0_normal.png,livingroom2/0/Action_0025_0_normal.png,livingroom2/0/Action_0038_0_normal.png,livingroom2/0/Action_0050_0_normal.png","(female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf)","(female1, walk, coffeetable) (male1, walk, livingroom),(female1, stand, coffeetable) (male1, walk, coffeetable),(female1, grab, mug) (male1, walk, coffeetable),(female1, stand, coffeetable) (male1, walk, coffeetable)"
"livingroom2/0/Action_0025_0_normal.png,livingroom2/0/Action_0038_0_normal.png,livingroom2/0/Action_0050_0_normal.png,livingroom2/0/Action_0063_0_normal.png","(female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf)","(female1, stand, coffeetable) (male1, walk, coffeetable),(female1, grab, mug) (male1, walk, coffeetable),(female1, stand, coffeetable) (male1, walk, coffeetable),(female1, walk, computer) (male1, stand, coffeetable)"
"livingroom2/0/Action_0038_0_normal.png,livingroom2/0/Action_0050_0_normal.png,livingroom2/0/Action_0063_0_normal.png,livingroom2/0/Action_0075_0_normal.png","(female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf)","(female1, grab, mug) (male1, walk, coffeetable),(female1, stand, coffeetable) (male1, walk, coffeetable),(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable)"
"livingroom2/0/Action_0050_0_normal.png,livingroom2/0/Action_0063_0_normal.png,livingroom2/0/Action_0075_0_normal.png,livingroom2/0/Action_0088_0_normal.png","(female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf)","(female1, stand, coffeetable) (male1, walk, coffeetable),(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable)"
"livingroom2/0/Action_0063_0_normal.png,livingroom2/0/Action_0075_0_normal.png,livingroom2/0/Action_0088_0_normal.png,livingroom2/0/Action_0100_0_normal.png","(female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable)","(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable)"
"livingroom2/0/Action_0075_0_normal.png,livingroom2/0/Action_0088_0_normal.png,livingroom2/0/Action_0100_0_normal.png,livingroom2/0/Action_0113_0_normal.png","(female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf), (female1, walk, chair) (male1, stand, bookshelf)","(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable),(female1, stand, computer) (male1, grab, folder)"
"livingroom2/0/Action_0088_0_normal.png,livingroom2/0/Action_0100_0_normal.png,livingroom2/0/Action_0113_0_normal.png,livingroom2/0/Action_0125_0_normal.png","(female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable)","(female1, walk, computer) (male1, stand, coffeetable),(female1, walk, computer) (male1, stand, coffeetable),(female1, stand, computer) (male1, grab, folder),(female1, stand, computer) (male1, stand, coffeetable)"
"livingroom2/0/Action_0100_0_normal.png,livingroom2/0/Action_0113_0_normal.png,livingroom2/0/Action_0125_0_normal.png,livingroom2/0/Action_0138_0_normal.png","(female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable)","(female1, walk, computer) (male1, stand, coffeetable),(female1, stand, computer) (male1, grab, folder),(female1, stand, computer) (male1, stand, coffeetable),(female1, switchon, computer) (male1, walk, bookshelf)"
"livingroom2/0/Action_0113_0_normal.png,livingroom2/0/Action_0125_0_normal.png,livingroom2/0/Action_0138_0_normal.png,livingroom2/0/Action_0150_0_normal.png","(female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable), (female1, walk, chair) (male1, stand, coffeetable)","(female1, stand, computer) (male1, grab, folder),(female1, stand, computer) (male1, stand, coffeetable),(female1, switchon, computer) (male1, walk, bookshelf),(female1, switchon, computer) (male1, walk, bookshelf)"
